cardname,japanese_name,konami_cid,cardnumber,imageurl,ciid,all_ciids,all_imageurls,image_count,needs_image_review,setname,rarity,rarity_full,setcode,release_date,pid,image_mapping_source,image_mapping_notes,source_url
Animagica Whip,アニマジカ・ウィップ,21282,RD/KP20-JP031,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21282&ciid=1&enc=xf9gYf-JDfxJCYF6qsX3PA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21282&ciid=1&enc=xf9gYf-JDfxJCYF6qsX3PA&app=tournament&request_locale=ja,1,False,悠久のギャラクティカ,SE,シークレットレア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21282&request_locale=ja
Animagica Whip,アニマジカ・ウィップ,21282,RD/KP20-JP031,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21282&ciid=1&enc=xf9gYf-JDfxJCYF6qsX3PA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21282&ciid=1&enc=xf9gYf-JDfxJCYF6qsX3PA&app=tournament&request_locale=ja,1,False,悠久のギャラクティカ,SR,スーパーレア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21282&request_locale=ja
Animagica Shooter,アニマジカ・シューター,21283,RD/KP20-JP032,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21283&ciid=101&enc=dTwM4-nLVGHDdRuGWHiCbA,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21283&ciid=1&enc=dTwM4-nLVGHDdRuGWHiCbA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21283&ciid=101&enc=dTwM4-nLVGHDdRuGWHiCbA,2,False,悠久のギャラクティカ,ORR,オーバーラッシュレア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21283&request_locale=ja
Animagica Shooter,アニマジカ・シューター,21283,RD/KP20-JP032,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21283&ciid=1&enc=dTwM4-nLVGHDdRuGWHiCbA&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21283&ciid=1&enc=dTwM4-nLVGHDdRuGWHiCbA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21283&ciid=101&enc=dTwM4-nLVGHDdRuGWHiCbA,2,False,悠久のギャラクティカ,SE,シークレットレア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21283&request_locale=ja
Animagica Shooter,アニマジカ・シューター,21283,RD/KP20-JP032,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21283&ciid=1&enc=dTwM4-nLVGHDdRuGWHiCbA&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21283&ciid=1&enc=dTwM4-nLVGHDdRuGWHiCbA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21283&ciid=101&enc=dTwM4-nLVGHDdRuGWHiCbA,2,False,悠久のギャラクティカ,UR,ウルトラレア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21283&request_locale=ja
Aise the Snowmaiden of Sacred Splendor,聖麗の凍姫エイス,21287,RD/KP20-JP036,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21287&ciid=1&enc=qQMVWsoYqhBqRxjvR9gsCA&app=tournament&request_locale=ja,1,1 | 2,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21287&ciid=1&enc=qQMVWsoYqhBqRxjvR9gsCA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21287&ciid=2&enc=qQMVWsoYqhBqRxjvR9gsCA,2,False,悠久のギャラクティカ,R,レア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21287&request_locale=ja
Aise the Snowmaiden of Sacred Splendor,聖麗の凍姫エイス,21287,RD/KP20-JP036,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21287&ciid=1&enc=qQMVWsoYqhBqRxjvR9gsCA&app=tournament&request_locale=ja,1,1 | 2,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21287&ciid=1&enc=qQMVWsoYqhBqRxjvR9gsCA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21287&ciid=2&enc=qQMVWsoYqhBqRxjvR9gsCA,2,False,悠久のギャラクティカ,SE,シークレットレア仕様,RD/KP20,2025-02-08,1000100219000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21287&request_locale=ja
Ancient Gear Megaton Golem,古代の機械超巨人,21502,RD/5TH1-JP030,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21502&ciid=101&enc=nPmYdiF2amjiV236vCOGug,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21502&ciid=1&enc=nPmYdiF2amjiV236vCOGug&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21502&ciid=101&enc=nPmYdiF2amjiV236vCOGug,2,False,5th ANNIVERSARY PACK,ORR,オーバーラッシュレア仕様,RD/5TH1,2025-04-12,1000100515000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21502&request_locale=ja
Ancient Gear Megaton Golem,古代の機械超巨人,21502,RD/5TH1-JP030,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21502&ciid=1&enc=nPmYdiF2amjiV236vCOGug&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21502&ciid=1&enc=nPmYdiF2amjiV236vCOGug&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21502&ciid=101&enc=nPmYdiF2amjiV236vCOGug,2,False,5th ANNIVERSARY PACK,UR,ウルトラレア仕様,RD/5TH1,2025-04-12,1000100515000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21502&request_locale=ja
Abysskite Ulti-Ange,アビスカイト・アルティアンジュ,21508,RD/5TH1-JP036,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21508&ciid=101&enc=qfJ6WgzHhTP1HWvjkh3HPQ,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21508&ciid=1&enc=qfJ6WgzHhTP1HWvjkh3HPQ&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21508&ciid=101&enc=qfJ6WgzHhTP1HWvjkh3HPQ,2,False,5th ANNIVERSARY PACK,ORR,オーバーラッシュレア仕様,RD/5TH1,2025-04-12,1000100515000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21508&request_locale=ja
Abysskite Ulti-Ange,アビスカイト・アルティアンジュ,21508,RD/5TH1-JP036,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21508&ciid=1&enc=qfJ6WgzHhTP1HWvjkh3HPQ&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21508&ciid=1&enc=qfJ6WgzHhTP1HWvjkh3HPQ&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21508&ciid=101&enc=qfJ6WgzHhTP1HWvjkh3HPQ,2,False,5th ANNIVERSARY PACK,UR,ウルトラレア仕様,RD/5TH1,2025-04-12,1000100515000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21508&request_locale=ja
Ancient Gear Hunting Hound,古代の機械猟犬,21520,RD/5TH1-JP048,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21520&ciid=1&enc=9Z92njRT8u5HwX6CC4b9fQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21520&ciid=1&enc=9Z92njRT8u5HwX6CC4b9fQ&app=tournament&request_locale=ja,1,False,5th ANNIVERSARY PACK,UR,ウルトラレア仕様,RD/5TH1,2025-04-12,1000100515000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21520&request_locale=ja
Accel Wonder Dark,アクセルワンダー・ダーク,21649,RD/KP21-JP005,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21649&ciid=1&enc=c60WNgYXyXIaubRSKjV7Jw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21649&ciid=1&enc=c60WNgYXyXIaubRSKjV7Jw&app=tournament&request_locale=ja,1,False,進撃のアクセルロード,R,レア仕様,RD/KP21,2025-05-31,1000100612000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21649&request_locale=ja
Alpiris the Nurturer,育みのアルピリス,21685,RD/KP21-JP041,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21685&ciid=1&enc=1mDzRy4xVb5QkXZmc4xAtQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21685&ciid=1&enc=1mDzRy4xVb5QkXZmc4xAtQ&app=tournament&request_locale=ja,1,False,進撃のアクセルロード,N,ノーマル仕様,RD/KP21,2025-05-31,1000100612000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21685&request_locale=ja
Abysskite Kaleido-Karen,アビスカイト・カレイドカレン,21987,RD/KP22-JP011,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21987&ciid=101&enc=lpYdNsL4sJYi70rkW6YTzA,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21987&ciid=1&enc=lpYdNsL4sJYi70rkW6YTzA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21987&ciid=101&enc=lpYdNsL4sJYi70rkW6YTzA,2,False,戦慄のアウターバース,ORR,オーバーラッシュレア仕様,RD/KP22,2025-08-09,1000100622000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21987&request_locale=ja
Abysskite Kaleido-Karen,アビスカイト・カレイドカレン,21987,RD/KP22-JP011,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21987&ciid=1&enc=lpYdNsL4sJYi70rkW6YTzA&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21987&ciid=1&enc=lpYdNsL4sJYi70rkW6YTzA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21987&ciid=101&enc=lpYdNsL4sJYi70rkW6YTzA,2,False,戦慄のアウターバース,SE,シークレットレア仕様,RD/KP22,2025-08-09,1000100622000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21987&request_locale=ja
Abysskite Kaleido-Karen,アビスカイト・カレイドカレン,21987,RD/KP22-JP011,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21987&ciid=1&enc=lpYdNsL4sJYi70rkW6YTzA&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=21987&ciid=1&enc=lpYdNsL4sJYi70rkW6YTzA&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=21987&ciid=101&enc=lpYdNsL4sJYi70rkW6YTzA,2,False,戦慄のアウターバース,UR,ウルトラレア仕様,RD/KP22,2025-08-09,1000100622000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=21987&request_locale=ja
Abad the Negahell Emperor,闇獄皇アバド,22043,RD/KP22-JPS00,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=22043&ciid=202&enc=TDMVwD8AqBy3-9GNHvs9eQ,202,1 | 202,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=22043&ciid=1&enc=TDMVwD8AqBy3-9GNHvs9eQ&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=22043&ciid=202&enc=TDMVwD8AqBy3-9GNHvs9eQ,2,False,戦慄のアウターバース,ORR,オーバーラッシュレア仕様（PREMIUM BLACK Ver.）,RD/KP22,2025-08-09,1000100622000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=22043&request_locale=ja
Abad the Negahell Emperor,闇獄皇アバド,22043,RD/KP22-JPS00,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=22043&ciid=1&enc=TDMVwD8AqBy3-9GNHvs9eQ&app=tournament&request_locale=ja,1,1 | 202,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=22043&ciid=1&enc=TDMVwD8AqBy3-9GNHvs9eQ&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=22043&ciid=202&enc=TDMVwD8AqBy3-9GNHvs9eQ,2,False,戦慄のアウターバース,SR,スーパーレア仕様,RD/KP22,2025-08-09,1000100622000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=22043&request_locale=ja
Absorbing Fiend's Mirror,吸収するデビルズ・ミラー,23242,RD/KP25-JP045,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=23242&ciid=1&enc=ez7Gv_5Pz6bxQj2sUONpag&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=23242&ciid=1&enc=ez7Gv_5Pz6bxQj2sUONpag&app=tournament&request_locale=ja,1,False,極光のライジング,R,レア仕様,RD/KP25,2026-05-23,1000100663000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=23242&request_locale=ja
